92009	S1	0	8
92010	C1	1802128	8
92012	A1	0	8
92013	S1	1802224	8
92015	S1	0	8
92016	Q1	0	8
92017	C1	1802125	8
92018	S1	0	8
92019	A1	0	8
92020	A1	0	8
92021	A1	0	8
92022	C1	1802239	8
92023	A1	0	8
92024	V1	0	8
92025	V1	1802229	8
92027	A1	0	8
92029	C1	1801923	8
92030	A1	0	8
92031	V1	0	8
92032	C1	1802134	8
92033	Q1	0	8
92034	C1	1802206	8
92035	A1	0	8
92036	V1	0	8
92038	C1	1802159	8
92039	S1	0	8
92040	V1	1802135	8
92041	Q1	0	8
92042	V1	0	8
92044	S1	0	8
92045	S1	0	8
92046	C1	1802132	8
92047	V1	1802263	2
92051	S1	0	8
92052	V1	0	8
92053	S1	1802127	1
92054	S1	1802232	8
92055	Q1	1802123	8
92056	Q1	0	8
92057	C1	1802117	8
92058	S1	0	8
92059	C1	0	8
92060	C1	1802255	8
92061	A1	0	8
92063	V1	0	8
92064	V1	0	8
92065	C1	0	8
92066	S1	1802211	8
92067	C1	1802249	8
92068	V1	0	8
92069	V1	0	8
92070	V1	0	8
92071	C1	1802190	8
92072	Q1	1802123	8
92073	S1	1802132	8
92074	V1	0	8
92075	A1	0	8
92076	C1	1801893	8
92077	C1	0	8
92078	V1	0	8
92079	S1	1802232	8
92083	S1	1802227	8
92084	A1	0	8
92085	V1	1802259	8
92086	C1	0	8
92087	S1	0	8
92088	S1	0	8
92090	S1	1802130	8
92092	S1	1802229	8
92093	A1	0	8
92094	A1	0	8
92095	S1	0	8
92096	V1	0	8
92097	C1	0	8
92098	Q1	0	8
92099	A1	1802257	8
92100	S1	0	8
92102	S1	1802125	7
92103	Q1	0	8
92104	S1	0	8
92105	V1	0	8
92106	C1	1802240	8
92107	V1	0	8
92108	V1	1802224	8
92109	C1	0	8
92110	V1	1802227	8
92111	A1	0	8
92112	S1	1802129	1
92113	S1	1802208	8
92114	C1	0	8
92115	S1	0	8
92116	C1	0	8
92117	Q1	1802149	8
92118	A1	0	8
92120	C1	1802119	8
92121	V1	0	8
92122	V1	0	8
92123	C1	0	8
92124	V1	0	8
92125	Q1	0	8
92126	S1	1802130	8
92127	A1	1801846	8
92128	A1	0	8
92129	C1	0	8
92130	S1	0	8
92131	Q1	1802139	8
92132	S1	0	8
92133	S1	0	8
92134	S1	0	8
92135	C1	1802229	8
92221	Q1	0	8
92222	S1	0	8
92223	A1	0	8
92224	S1	1802134	6
92225	S1	1801902	8
92226	V1	0	8
92227	V1	0	8
92228	C1	1802205	8
90314	C1	1802127	9
90330	Q1	0	9
90356	S1	1802259	8
91977	Q1	1802127	9
91978	A1	0	9
91979	S1	0	9
91980	S1	0	9
91985	S1	0	9
91986	A1	0	9
91987	C1	0	9
91988	C1	0	9
91989	C1	0	9
91990	Q1	0	9
91991	A1	0	9
91992	V1	0	9
91993	A1	0	9
91995	Q1	0	9
91996	Q1	0	9
91997	C1	0	9
91998	Q1	0	9
92000	S1	0	9
92001	C1	1802175	9
92002	C1	1802112	9
92003	Q1	0	9
92004	V1	0	9
92005	S1	0	9
92006	V1	0	9
92007	S1	0	9
